cruise_line,destination,departure_port,cabin_type,duration_nights,departure_month,days_until_departure,ship_age_years,passengers,price
Disney,Alaska,Galveston,Interior,8,6,157,21,2,26600
Disney,Mediterranean,Miami,Interior,11,3,48,15,3,44460
Princess,Northern Europe,Los Angeles,Suite,11,3,53,20,2,66280
Norwegian,Hawaii,Galveston,Suite,4,2,29,8,2,22400
Princess,Mediterranean,San Juan,Balcony,8,3,50,21,2,21540
Holland America,Mediterranean,Seattle,Interior,13,11,281,21,3,40630
Disney,Mediterranean,New Orleans,Suite,7,10,264,18,4,75210
Norwegian,Bahamas,Port Canaveral,Suite,9,4,92,6,3,32940
Norwegian,Caribbean,Fort Lauderdale,Suite,10,9,229,6,4,47440
Norwegian,Mexico,Fort Lauderdale,Balcony,4,11,291,12,2,6120
Princess,South Pacific,San Juan,Interior,13,3,64,13,2,37400
Carnival,Bahamas,New Orleans,Interior,8,7,183,13,2,4540
Disney,South Pacific,Port Canaveral,Interior,9,12,323,19,2,44340
Holland America,Caribbean,Galveston,Suite,6,2,32,23,2,20360
Princess,Hawaii,Galveston,Interior,7,7,162,9,2,19460
Disney,Bahamas,Port Canaveral,Ocean View,5,9,233,24,3,10360
Princess,Northern Europe,Tampa,Interior,13,10,255,24,2,27760
Celebrity,Caribbean,Fort Lauderdale,Ocean View,5,10,266,12,2,7960
Royal Caribbean,Alaska,Tampa,Ocean View,10,2,23,14,1,10990
Celebrity,Mediterranean,Galveston,Balcony,13,12,332,3,2,44970
MSC,Hawaii,San Juan,Suite,5,9,249,18,2,17800
Celebrity,Alaska,Fort Lauderdale,Balcony,13,2,32,5,3,56310
MSC,Mediterranean,Tampa,Ocean View,13,10,269,0,3,38030
Royal Caribbean,South Pacific,Port Canaveral,Ocean View,7,5,121,8,2,24230
Princess,Mexico,Seattle,Suite,8,9,242,8,2,23820
Princess,Northern Europe,Miami,Interior,12,11,294,20,2,27080
Princess,Mexico,Los Angeles,Interior,4,6,148,20,2,3810
Princess,Mexico,Tampa,Balcony,4,6,130,1,3,10040
Holland America,Hawaii,Miami,Ocean View,6,7,158,8,4,43020
Holland America,Northern Europe,San Juan,Interior,10,7,182,23,3,42570
Disney,Hawaii,Port Canaveral,Balcony,7,11,292,5,2,32440
Disney,Alaska,New York,Balcony,9,1,355,10,2,45380
MSC,Hawaii,New Orleans,Ocean View,5,7,176,11,2,12960
Princess,South Pacific,Los Angeles,Interior,8,9,248,6,2,20770
Holland America,Mexico,Miami,Suite,8,4,84,4,4,46040
Celebrity,Northern Europe,Port Canaveral,Suite,9,3,48,15,2,59520
Norwegian,Hawaii,Miami,Interior,6,5,114,24,3,16840
Norwegian,South Pacific,Port Canaveral,Interior,13,8,213,13,4,47970
Holland America,Caribbean,New York,Interior,4,8,198,0,3,7940
MSC,Caribbean,Tampa,Interior,5,7,183,9,2,4540
Holland America,Mexico,Fort Lauderdale,Ocean View,7,7,159,9,2,9310
Celebrity,Northern Europe,Galveston,Ocean View,14,8,190,24,2,53410
Holland America,Caribbean,Tampa,Ocean View,7,4,74,6,3,19260
Norwegian,Bahamas,Miami,Balcony,5,12,334,8,3,12630
Royal Caribbean,Caribbean,Miami,Interior,3,3,66,13,2,4610
Carnival,Mexico,Port Canaveral,Suite,5,1,358,20,1,8540
Holland America,Bahamas,San Juan,Balcony,6,4,77,13,3,13730
Carnival,Bahamas,Fort Lauderdale,Balcony,7,10,261,6,2,7740
Princess,Mediterranean,Seattle,Balcony,7,11,287,15,4,44660
Disney,Hawaii,Miami,Ocean View,3,3,52,3,3,19970
Disney,Alaska,New York,Interior,8,6,138,20,2,33430
Princess,Mexico,Miami,Suite,4,4,96,1,3,21290
Celebrity,Hawaii,Fort Lauderdale,Suite,4,2,30,0,3,46450
Norwegian,Hawaii,Los Angeles,Balcony,9,6,144,23,1,19870
Celebrity,Alaska,Seattle,Interior,14,6,146,12,2,45680
Disney,Northern Europe,Fort Lauderdale,Ocean View,7,4,88,3,2,31020
Disney,South Pacific,San Juan,Ocean View,12,12,320,0,3,115770
Norwegian,South Pacific,Fort Lauderdale,Suite,14,2,30,2,2,134730
Celebrity,Caribbean,Galveston,Ocean View,6,1,359,22,2,11220
Holland America,Mediterranean,Galveston,Suite,13,4,83,17,3,82820
Royal Caribbean,Caribbean,New York,Ocean View,7,10,260,5,1,5880
Disney,Hawaii,Galveston,Ocean View,10,2,32,16,2,37510
Holland America,Northern Europe,Fort Lauderdale,Ocean View,14,3,52,15,2,39120
Carnival,South Pacific,Fort Lauderdale,Interior,7,11,292,17,1,9550
Carnival,Mexico,Los Angeles,Ocean View,9,8,193,1,3,13970
Disney,Hawaii,Galveston,Suite,7,3,65,3,3,75060
MSC,Caribbean,Galveston,Balcony,7,6,156,17,2,8700
Carnival,Caribbean,Los Angeles,Ocean View,4,8,216,3,2,5270
MSC,Mediterranean,Seattle,Interior,10,7,180,3,3,40120
Royal Caribbean,Bahamas,Los Angeles,Suite,6,10,265,4,4,24020
Royal Caribbean,Caribbean,San Juan,Suite,6,10,267,24,4,25770
Norwegian,Alaska,Fort Lauderdale,Ocean View,12,10,265,12,2,24400
MSC,Mexico,Galveston,Suite,10,9,238,25,2,14840
Holland America,Mexico,New York,Balcony,6,5,109,6,2,13090
Princess,Hawaii,Port Canaveral,Ocean View,6,1,362,20,2,19570
Carnival,Hawaii,San Juan,Suite,6,1,348,22,2,38410
Princess,Northern Europe,New York,Interior,13,4,81,1,2,35080
MSC,Mexico,New Orleans,Ocean View,6,4,81,1,2,7840
Princess,Mediterranean,Galveston,Interior,8,12,322,21,3,20840
MSC,Northern Europe,New York,Ocean View,11,1,361,21,1,17270
Holland America,Northern Europe,Galveston,Suite,9,2,13,23,2,36480
Disney,Mediterranean,San Juan,Balcony,10,5,106,9,2,46100
Carnival,Alaska,New York,Ocean View,7,9,226,8,2,19300
Norwegian,Alaska,Miami,Balcony,9,2,27,4,4,41010
Royal Caribbean,Mexico,San Juan,Suite,6,3,44,25,3,25600
MSC,Alaska,New York,Interior,13,3,54,11,2,19960
MSC,Hawaii,Galveston,Balcony,5,12,323,16,2,15770
Royal Caribbean,Bahamas,Los Angeles,Balcony,5,12,335,19,4,17250
MSC,Caribbean,Seattle,Balcony,8,3,65,12,2,17120
Princess,Caribbean,New York,Balcony,7,9,235,15,1,8610
MSC,Hawaii,Fort Lauderdale,Interior,4,11,282,17,1,3310
Carnival,Mediterranean,Seattle,Ocean View,10,11,282,22,3,26890
Holland America,Bahamas,Miami,Ocean View,6,7,176,1,1,5310
Royal Caribbean,Alaska,New York,Balcony,10,6,139,13,2,46590
Holland America,Northern Europe,Miami,Balcony,8,10,280,0,2,34070
Carnival,Caribbean,Galveston,Interior,8,3,61,9,3,14870
Princess,Bahamas,Los Angeles,Balcony,5,1,345,0,2,11360
MSC,Alaska,New York,Suite,9,7,159,21,3,62360
Celebrity,Caribbean,Fort Lauderdale,Ocean View,3,11,300,19,2,4470
Carnival,Mexico,Galveston,Ocean View,5,12,337,16,2,5950
Norwegian,Mediterranean,Tampa,Balcony,7,11,288,14,2,18580
Carnival,Mexico,New Orleans,Interior,4,11,304,15,4,5550
Celebrity,Alaska,Fort Lauderdale,Ocean View,8,5,106,10,2,22730
Celebrity,Mexico,San Juan,Ocean View,6,7,168,13,2,9160
Celebrity,Mediterranean,Seattle,Ocean View,12,4,75,21,3,49740
Disney,South Pacific,Galveston,Suite,14,11,289,3,2,151310
Carnival,Mexico,New York,Ocean View,4,12,327,2,3,10110
Royal Caribbean,Caribbean,San Juan,Suite,5,2,25,17,2,17840
Disney,Alaska,Seattle,Balcony,11,4,75,14,2,46210
Carnival,Northern Europe,New York,Balcony,10,12,321,21,2,29930
Norwegian,South Pacific,Port Canaveral,Ocean View,9,10,254,11,1,15900
Disney,Mediterranean,New Orleans,Interior,7,1,349,6,2,22030
Celebrity,Northern Europe,Los Angeles,Suite,8,12,339,10,2,65950
Princess,Mexico,Seattle,Ocean View,6,8,194,18,2,7830
Carnival,Mexico,Tampa,Suite,6,7,187,11,2,11620
Disney,Caribbean,Los Angeles,Ocean View,4,3,46,16,2,11270
MSC,Alaska,Port Canaveral,Ocean View,8,1,345,7,2,15970
Celebrity,Bahamas,Los Angeles,Suite,6,11,309,5,2,18430
Holland America,Caribbean,Miami,Ocean View,4,11,310,5,2,6600
Royal Caribbean,Alaska,Port Canaveral,Interior,9,10,271,12,2,12690
Royal Caribbean,Mexico,Tampa,Interior,5,9,248,15,2,4370
Holland America,Alaska,San Juan,Ocean View,11,4,92,23,2,24530
Disney,Bahamas,Seattle,Ocean View,5,3,62,0,2,14240
Holland America,Alaska,Port Canaveral,Interior,7,10,279,16,3,14850
Carnival,South Pacific,San Juan,Ocean View,7,1,354,20,2,23990
Holland America,Hawaii,New York,Interior,5,10,253,25,3,16000
Celebrity,Bahamas,Port Canaveral,Suite,5,5,126,2,2,15090
Holland America,Mexico,Miami,Ocean View,7,2,10,18,2,10790
Royal Caribbean,Northern Europe,Galveston,Ocean View,8,4,86,13,2,21690
Princess,Mexico,San Juan,Suite,5,6,148,21,2,11900
MSC,Northern Europe,Port Canaveral,Suite,14,6,136,9,2,88620
Holland America,Alaska,Tampa,Interior,9,3,58,6,2,15960
Celebrity,Caribbean,Seattle,Ocean View,9,2,9,25,1,9330
Norwegian,South Pacific,Fort Lauderdale,Suite,10,8,196,2,2,70360
Holland America,Northern Europe,San Juan,Balcony,9,12,334,15,2,37430
MSC,Mexico,Miami,Ocean View,7,10,268,16,2,6950
Norwegian,Caribbean,Tampa,Balcony,6,4,87,2,4,26170
Holland America,Hawaii,Seattle,Suite,6,10,272,0,3,58960
Carnival,Bahamas,New York,Balcony,8,7,185,11,4,17990
Princess,Mediterranean,Los Angeles,Ocean View,8,6,140,5,2,36350
Carnival,Bahamas,Galveston,Balcony,9,10,269,8,3,13750
Princess,South Pacific,San Juan,Suite,10,7,180,24,2,57220
Disney,Caribbean,Fort Lauderdale,Suite,5,8,202,20,3,25890
MSC,Mediterranean,Seattle,Balcony,9,1,365,8,2,24400
Carnival,Northern Europe,Fort Lauderdale,Balcony,9,10,250,10,2,29480
Princess,Alaska,Los Angeles,Ocean View,10,6,130,8,2,37540
MSC,Mediterranean,Port Canaveral,Balcony,8,3,47,21,4,30740
Disney,Caribbean,Los Angeles,Interior,5,7,168,15,3,12660
Princess,South Pacific,New York,Ocean View,10,11,302,4,1,31990
Holland America,South Pacific,New York,Interior,9,9,241,3,2,27180
Disney,Hawaii,Miami,Interior,6,8,201,18,2,18320
Celebrity,Mexico,New York,Ocean View,5,6,144,15,4,15020
Celebrity,Hawaii,Los Angeles,Ocean View,5,9,221,22,3,20320
Celebrity,Northern Europe,Los Angeles,Balcony,9,11,301,21,2,39030
Carnival,Mexico,New York,Ocean View,5,8,202,6,2,5970
Norwegian,South Pacific,Port Canaveral,Interior,9,12,329,16,2,28760
Celebrity,South Pacific,New Orleans,Balcony,7,8,210,3,2,29910
Royal Caribbean,Mediterranean,Los Angeles,Balcony,8,9,237,23,2,28180
Celebrity,Hawaii,Galveston,Balcony,3,4,69,11,3,16040
MSC,Alaska,Galveston,Balcony,14,9,235,2,2,34890
Princess,South Pacific,Port Canaveral,Ocean View,12,9,222,20,2,31690
Holland America,Bahamas,Port Canaveral,Interior,5,7,167,10,2,4430
Princess,Northern Europe,Los Angeles,Balcony,12,11,307,16,4,85720
Holland America,Alaska,Miami,Ocean View,10,1,345,8,4,49360
Carnival,Mediterranean,Seattle,Ocean View,8,9,249,17,1,12030
Holland America,Bahamas,New Orleans,Interior,6,3,50,20,4,11270
Holland America,Mexico,Tampa,Ocean View,7,9,233,20,2,7410
Norwegian,Caribbean,Galveston,Interior,8,7,173,15,2,6970
Princess,South Pacific,New York,Ocean View,14,12,330,23,2,62990
Holland America,Mexico,Los Angeles,Balcony,6,3,52,14,2,14080
Holland America,Mexico,New Orleans,Ocean View,3,10,274,24,3,4780
Celebrity,Mexico,New York,Suite,3,10,258,24,2,8570
Royal Caribbean,Northern Europe,San Juan,Balcony,7,11,287,11,2,24540
Holland America,Northern Europe,Port Canaveral,Ocean View,13,8,200,7,2,53110
Holland America,Mediterranean,New Orleans,Balcony,11,8,218,6,3,70140
Norwegian,Alaska,Fort Lauderdale,Balcony,14,6,146,22,2,51170
MSC,Hawaii,Port Canaveral,Interior,3,10,280,0,2,5470
Carnival,Mexico,Port Canaveral,Balcony,7,2,11,7,1,6290
Royal Caribbean,South Pacific,Galveston,Ocean View,14,8,197,14,2,40170
Royal Caribbean,Hawaii,Port Canaveral,Interior,4,8,207,2,2,11780
Norwegian,Mediterranean,Seattle,Balcony,8,6,134,12,3,47540
Disney,Mediterranean,Tampa,Interior,8,10,273,21,4,37950
Disney,Northern Europe,Galveston,Balcony,7,11,288,16,2,28500
Disney,Mexico,Galveston,Ocean View,8,1,348,6,4,32480
MSC,Northern Europe,Miami,Balcony,11,11,306,3,2,34590
MSC,Caribbean,San Juan,Interior,7,10,250,22,2,6010
Celebrity,Bahamas,Port Canaveral,Ocean View,6,1,358,19,2,9490
Royal Caribbean,Caribbean,Port Canaveral,Balcony,7,3,61,4,2,17180
Celebrity,Hawaii,Tampa,Suite,3,8,200,11,3,28820
Princess,Caribbean,Los Angeles,Suite,6,11,284,22,2,15780
Norwegian,Hawaii,Los Angeles,Balcony,5,12,313,17,2,20050
Norwegian,South Pacific,New Orleans,Balcony,14,1,7,24,2,45490
Holland America,Alaska,San Juan,Interior,10,7,171,23,1,13750
Holland America,Mediterranean,New York,Suite,11,7,172,13,2,88270
Carnival,Bahamas,Miami,Interior,7,4,73,5,3,8470
MSC,Bahamas,Tampa,Suite,4,11,299,20,3,8430
Disney,Mexico,Galveston,Interior,5,3,43,0,4,16690
MSC,South Pacific,Los Angeles,Interior,7,8,191,17,3,18130
Holland America,Hawaii,San Juan,Interior,5,2,27,23,1,7380
Princess,Bahamas,New York,Ocean View,4,5,125,17,2,4680
MSC,Mediterranean,New York,Ocean View,13,3,61,24,2,27100
Celebrity,South Pacific,Fort Lauderdale,Suite,9,11,288,12,2,75760
Norwegian,South Pacific,Galveston,Balcony,12,8,197,13,3,50290
Holland America,Hawaii,San Juan,Ocean View,6,8,199,24,2,16250
Princess,Hawaii,Los Angeles,Suite,9,1,7,23,1,30680
Princess,Caribbean,New Orleans,Ocean View,3,5,120,6,3,6090
Royal Caribbean,Mexico,Fort Lauderdale,Ocean View,3,8,189,4,2,3640
Celebrity,Mediterranean,New Orleans,Ocean View,8,11,299,12,2,18230
MSC,Bahamas,Los Angeles,Balcony,4,1,360,22,2,5500
Carnival,Mexico,San Juan,Interior,5,2,35,24,2,5000
Holland America,Northern Europe,Tampa,Interior,7,12,331,24,2,15190
Royal Caribbean,Mexico,Galveston,Interior,6,4,83,10,2,6410
MSC,Alaska,Seattle,Interior,10,5,120,13,2,14470
Holland America,Alaska,Galveston,Ocean View,7,11,287,12,2,14520
Holland America,Northern Europe,Port Canaveral,Ocean View,10,10,256,12,2,25850
MSC,Mediterranean,Fort Lauderdale,Ocean View,13,7,172,21,4,66670
Carnival,Bahamas,Seattle,Suite,5,5,104,10,2,10700
Royal Caribbean,Mexico,Galveston,Ocean View,6,9,233,19,2,5480
Royal Caribbean,Mediterranean,Galveston,Ocean View,8,3,64,23,1,10520
Norwegian,Mexico,Galveston,Interior,6,3,63,9,2,7670
Royal Caribbean,Hawaii,New York,Ocean View,5,11,286,16,3,16990
Disney,Alaska,Seattle,Interior,7,6,137,5,1,16620
MSC,Mexico,Los Angeles,Interior,6,2,11,2,2,6720
Princess,Hawaii,Miami,Interior,5,12,339,12,2,17170
Holland America,Bahamas,Los Angeles,Balcony,8,10,279,2,2,12320
Disney,Caribbean,Tampa,Interior,8,7,163,10,2,12340
Norwegian,Caribbean,Galveston,Balcony,5,7,161,7,4,14350
Princess,Caribbean,Seattle,Balcony,8,2,22,17,4,34590
MSC,Alaska,Seattle,Balcony,8,8,202,16,4,44920
MSC,Northern Europe,San Juan,Ocean View,11,12,316,10,2,26020
Norwegian,Mediterranean,San Juan,Ocean View,10,4,77,9,2,23910
Norwegian,Northern Europe,San Juan,Ocean View,12,3,41,17,2,30380
Carnival,Alaska,Port Canaveral,Balcony,12,8,218,13,2,33270
Princess,Alaska,Fort Lauderdale,Ocean View,7,12,320,19,2,14630
MSC,Mediterranean,Miami,Ocean View,14,4,75,16,3,38420
Disney,Hawaii,Seattle,Ocean View,6,4,77,5,2,28630
Royal Caribbean,Northern Europe,New Orleans,Interior,10,1,350,6,3,32640
Carnival,Alaska,San Juan,Suite,12,9,241,7,2,52760
Royal Caribbean,Northern Europe,Seattle,Balcony,7,10,273,3,2,24590
Royal Caribbean,Mediterranean,Miami,Suite,7,5,104,9,2,37370
Princess,Mexico,Port Canaveral,Suite,5,12,320,1,2,20190
Norwegian,South Pacific,Fort Lauderdale,Suite,8,5,99,24,2,42950
Norwegian,Northern Europe,Galveston,Suite,9,9,239,18,3,62210
MSC,South Pacific,New Orleans,Interior,9,4,70,2,2,18800
Disney,Hawaii,New York,Interior,7,10,268,19,4,34930
Holland America,Northern Europe,Port Canaveral,Interior,9,4,90,4,2,22200
Royal Caribbean,Northern Europe,New Orleans,Balcony,14,6,154,20,2,54890
Norwegian,Mediterranean,San Juan,Interior,7,9,241,15,3,20330
Royal Caribbean,South Pacific,Tampa,Ocean View,14,9,239,13,2,36180
Royal Caribbean,Mediterranean,San Juan,Balcony,10,2,32,5,2,33910
Celebrity,Caribbean,Miami,Ocean View,6,12,315,9,2,16010
Carnival,Caribbean,Seattle,Interior,11,4,89,21,2,13070
Norwegian,South Pacific,Miami,Balcony,11,7,172,11,3,62290
Carnival,Northern Europe,New Orleans,Interior,8,1,362,8,2,15780
Holland America,Mediterranean,San Juan,Ocean View,8,10,254,23,2,17220
Princess,Northern Europe,New Orleans,Balcony,12,4,73,19,2,37860
Disney,South Pacific,San Juan,Ocean View,11,5,106,0,2,57010
Disney,Bahamas,San Juan,Ocean View,11,8,218,1,2,18620
MSC,Caribbean,New Orleans,Ocean View,5,3,41,9,2,7750
Celebrity,Caribbean,Galveston,Interior,5,11,298,19,4,8900
Norwegian,Mediterranean,Galveston,Balcony,14,9,249,25,1,22150
Norwegian,South Pacific,Los Angeles,Ocean View,12,9,243,25,3,45610
Royal Caribbean,Mexico,New York,Balcony,6,5,113,18,2,9860
Celebrity,Bahamas,New Orleans,Ocean View,7,7,180,12,2,7980
Norwegian,Northern Europe,San Juan,Ocean View,11,7,168,22,1,21270
Holland America,Bahamas,Tampa,Suite,5,7,161,6,2,12980
Norwegian,Bahamas,Miami,Balcony,7,3,54,14,2,12350
Disney,Alaska,Galveston,Ocean View,11,7,174,4,3,64290
Carnival,Alaska,Miami,Ocean View,8,2,9,9,4,22340
Carnival,Hawaii,Miami,Suite,4,1,344,23,2,23270
Princess,Mediterranean,Tampa,Balcony,11,10,279,10,3,44670
Carnival,Mexico,Port Canaveral,Ocean View,5,2,14,19,2,5400
Carnival,Mediterranean,New York,Balcony,9,6,152,18,2,32810
Carnival,Mexico,New York,Balcony,5,4,73,0,2,9230
Royal Caribbean,Bahamas,Miami,Suite,4,8,207,5,3,11830
Disney,Hawaii,Galveston,Balcony,7,1,350,25,2,43100
Disney,Alaska,Los Angeles,Interior,11,1,357,20,3,35500
Disney,South Pacific,Tampa,Ocean View,11,8,193,12,2,45090
Celebrity,Hawaii,Los Angeles,Suite,3,10,250,3,2,19600
Disney,Alaska,Galveston,Balcony,9,10,267,3,2,34040
Carnival,Hawaii,New Orleans,Interior,6,8,212,18,2,9660
MSC,Alaska,Seattle,Suite,10,1,362,18,2,34800
Holland America,Hawaii,Port Canaveral,Ocean View,6,3,46,23,4,31970
Disney,Bahamas,Galveston,Suite,6,9,234,5,2,18140
Holland America,Bahamas,San Juan,Interior,7,8,201,10,2,6830
Royal Caribbean,Bahamas,Port Canaveral,Ocean View,8,12,332,25,1,6110
Norwegian,Alaska,New York,Suite,14,5,107,6,2,60910
Celebrity,Mexico,Seattle,Balcony,7,7,183,2,2,14990
Holland America,Alaska,Miami,Balcony,7,1,7,22,2,17930
Celebrity,Bahamas,Miami,Balcony,5,11,309,12,2,8320
Holland America,Northern Europe,Seattle,Suite,9,10,250,4,2,61300
Holland America,Hawaii,Port Canaveral,Suite,5,1,350,4,2,41400
Carnival,Caribbean,Los Angeles,Ocean View,6,4,76,2,2,11010
Holland America,South Pacific,San Juan,Suite,13,11,289,14,2,100840
MSC,Alaska,San Juan,Suite,14,6,128,22,2,61510
Holland America,Hawaii,Miami,Interior,6,8,195,3,2,16860
Carnival,Alaska,Los Angeles,Balcony,8,6,132,15,2,27970
Carnival,Mexico,Galveston,Interior,6,2,12,15,2,4790
Disney,Hawaii,Galveston,Suite,9,6,157,9,2,82100
Princess,Mexico,Los Angeles,Interior,6,11,300,1,2,7310
Princess,Caribbean,Los Angeles,Balcony,4,10,265,2,3,11590
Princess,Mexico,San Juan,Ocean View,5,6,138,0,3,10540
Norwegian,Alaska,Galveston,Suite,11,1,365,7,2,41040
Royal Caribbean,Hawaii,Port Canaveral,Interior,6,4,85,15,3,17510
Holland America,Northern Europe,Los Angeles,Ocean View,9,5,114,18,3,38640
Celebrity,Caribbean,Fort Lauderdale,Balcony,4,9,244,12,2,7150
Disney,Mediterranean,Seattle,Suite,9,10,278,13,1,37280
Disney,Northern Europe,New York,Balcony,7,3,56,17,2,34180
Holland America,Mexico,New Orleans,Balcony,5,3,57,8,2,9930
Holland America,South Pacific,San Juan,Ocean View,12,1,353,22,4,103050
Celebrity,Caribbean,Fort Lauderdale,Interior,3,3,57,16,2,5120
Disney,Hawaii,New Orleans,Ocean View,5,2,24,0,2,23650
Royal Caribbean,Mediterranean,Fort Lauderdale,Interior,9,8,199,21,3,30740
Norwegian,Bahamas,New Orleans,Ocean View,5,1,345,2,2,7930
Princess,Northern Europe,New Orleans,Balcony,8,6,148,24,1,21940
Holland America,Hawaii,New Orleans,Interior,9,6,142,5,2,28130
Disney,Mediterranean,Port Canaveral,Suite,8,4,80,17,3,73140
MSC,Bahamas,New Orleans,Suite,4,3,44,2,2,9730
Princess,South Pacific,Los Angeles,Interior,7,2,26,21,2,21230
Norwegian,Hawaii,San Juan,Suite,3,10,258,15,2,15680
Carnival,Mediterranean,Seattle,Interior,14,4,69,18,2,24830
Celebrity,Hawaii,Seattle,Balcony,4,12,338,2,2,29550
Celebrity,Bahamas,New Orleans,Suite,6,5,97,17,1,6910
Holland America,Mediterranean,Seattle,Balcony,12,10,256,2,3,69210
Disney,Mediterranean,Miami,Ocean View,10,10,257,12,1,22120
Princess,South Pacific,Miami,Suite,7,7,179,25,3,59300
Holland America,Bahamas,New York,Ocean View,6,1,354,17,2,9430
MSC,Bahamas,Port Canaveral,Interior,6,2,16,15,4,9460
Royal Caribbean,Mediterranean,Miami,Ocean View,7,7,164,25,1,14380
Norwegian,Bahamas,Fort Lauderdale,Interior,6,12,322,7,1,4630
MSC,Northern Europe,Seattle,Balcony,9,7,171,25,2,32790
Royal Caribbean,Alaska,Fort Lauderdale,Balcony,9,8,219,5,2,37880
Norwegian,South Pacific,San Juan,Ocean View,8,12,330,19,2,28170
Norwegian,Caribbean,Fort Lauderdale,Suite,3,5,98,2,3,12650
Princess,Northern Europe,Port Canaveral,Suite,11,10,274,14,2,55640
Norwegian,Caribbean,Los Angeles,Ocean View,6,3,52,20,3,16650
Princess,Hawaii,Miami,Suite,6,5,105,3,4,68940
Carnival,Hawaii,Los Angeles,Ocean View,7,1,344,6,2,24980
MSC,Bahamas,Los Angeles,Ocean View,6,4,88,21,4,10420
Royal Caribbean,Hawaii,Tampa,Balcony,5,7,178,19,3,30070
Disney,Caribbean,Miami,Interior,8,5,97,5,3,19680
Disney,Bahamas,Tampa,Interior,7,11,310,18,2,8480
MSC,Hawaii,Fort Lauderdale,Ocean View,5,3,57,7,3,15980
MSC,Northern Europe,Fort Lauderdale,Ocean View,14,2,34,13,2,30460
Disney,Alaska,Galveston,Suite,10,12,330,11,4,104330
MSC,Hawaii,Miami,Ocean View,6,3,37,8,2,13390
Disney,South Pacific,Port Canaveral,Suite,10,7,158,19,2,87340
Norwegian,Mediterranean,Seattle,Interior,14,5,117,18,2,26050
Disney,Mexico,Seattle,Interior,7,6,133,7,2,10880
MSC,Alaska,Seattle,Interior,10,9,247,23,3,24500
Royal Caribbean,Northern Europe,Los Angeles,Suite,8,9,238,15,2,52450
Royal Caribbean,Northern Europe,Port Canaveral,Ocean View,10,12,338,2,1,19500
Princess,Alaska,San Juan,Suite,7,9,239,14,3,55020
Holland America,Alaska,Los Angeles,Balcony,7,12,328,2,2,26170
Celebrity,Caribbean,Seattle,Balcony,7,1,364,19,2,19300
MSC,Bahamas,Miami,Balcony,6,1,352,11,3,14150
Carnival,Northern Europe,Los Angeles,Balcony,12,8,194,5,2,53440
Carnival,Mediterranean,Galveston,Ocean View,8,12,339,15,3,21660
MSC,Mediterranean,Galveston,Balcony,13,6,148,1,1,25730
Celebrity,South Pacific,New York,Suite,8,9,247,22,2,60760
Princess,South Pacific,Fort Lauderdale,Balcony,14,3,51,2,2,77350
Norwegian,Mexico,Fort Lauderdale,Interior,4,3,64,22,2,4720
Norwegian,Mediterranean,New Orleans,Interior,9,9,249,11,2,19450
Royal Caribbean,Mexico,Fort Lauderdale,Ocean View,3,5,125,16,2,3810
Holland America,Hawaii,Los Angeles,Balcony,6,1,363,16,3,39720
Disney,South Pacific,San Juan,Balcony,11,4,94,25,2,54490
Disney,Hawaii,Miami,Balcony,4,6,152,14,4,46600
Norwegian,Mexico,Port Canaveral,Ocean View,7,1,361,21,3,15150
Norwegian,Mediterranean,Miami,Interior,11,9,232,8,2,23490
MSC,Caribbean,Galveston,Balcony,4,9,236,17,4,8490
Princess,Bahamas,Seattle,Interior,9,4,81,14,4,19310
Norwegian,Caribbean,New Orleans,Balcony,6,6,155,24,4,17000
Norwegian,South Pacific,Fort Lauderdale,Balcony,7,4,78,21,2,23880
Princess,Caribbean,San Juan,Suite,7,9,235,11,1,12030
Royal Caribbean,Mediterranean,New Orleans,Ocean View,8,11,282,14,2,15930
